"Topic","Sentiment","TweetId","TweetDate","TweetText"
"b'google'","b'irrelevant'","b'126490790150144000'","b'Wed Oct 19 02:52:09 +0000 2011'","b'O android 4.0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 #google #android'"
"b'google'","b'irrelevant'","b'126490759766618112'","b'Wed Oct 19 02:52:01 +0000 2011'","b'RT @twandroid Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin int\xc3\xa9gr\xc3\xa9es ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126490644616200192'","b'Wed Oct 19 02:51:34 +0000 2011'","b""Possibilit\xc3\xa9 de voir les mises \xc3\xa0 jour (un peu comme Sony Ericsson avec l'int\xc3\xa9gration Facebook) #google #nexusprime"""
"b'google'","b'irrelevant'","b'126490589125550080'","b'Wed Oct 19 02:51:21 +0000 2011'","b'\xe3\x82\xb5\xe3\x83\xa0\xe3\x82\xb9\xe3\x83\xb3\xe3\x80\x81Google\xe3\x81\xa8\xe5\x85\xb1\xe5\x90\x8c\xe3\x81\xa7Google\xe3\x83\xaa\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xac\xe3\x83\xb3\xe3\x82\xb9\xe6\xa9\x9f\xe3\x80\x8cGalaxy Nexus\xe3\x80\x8d\xe3\x82\x92\xe6\xad\xa3\xe5\xbc\x8f\xe7\x99\xba\xe8\xa1\xa8\xe3\x80\x8111\xe6\x9c\x88\xe3\x81\xab\xe4\xb8\x96\xe7\x95\x8c\xe5\x90\x84\xe5\x9c\xb0\xe3\x81\xa7\xe7\x99\xba\xe5\xa3\xb2\xe3\x80\x80http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus'"
"b'google'","b'irrelevant'","b'126490558230302721'","b'Wed Oct 19 02:51:13 +0000 2011'","b'@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail'"
"b'google'","b'irrelevant'","b'126490540794576896'","b'Wed Oct 19 02:51:09 +0000 2011'","b'RT @twandroid: Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin int\xc3\xa9gr\xc3\xa9es ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126490516186595328'","b'Wed Oct 19 02:51:03 +0000 2011'","b'SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google'"
"b'google'","b'irrelevant'","b'126490479859736576'","b'Wed Oct 19 02:50:55 +0000 2011'","b'Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin int\xc3\xa9gr\xc3\xa9es ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126490448436015104'","b'Wed Oct 19 02:50:47 +0000 2011'","b'A diagrama\xc3\xa7\xc3\xa3o das fotos est\xc3\xa1 bem parecida com a do windows mango #icecreamsandwich #galaxynexus #google #samsung'"
"b'google'","b'irrelevant'","b'126490435836325888'","b'Wed Oct 19 02:50:44 +0000 2011'","b'O Ice Cream Sandwich praticamente dispensa apps de terceiros! #android #google Galaxy Nexus'"
"b'google'","b'irrelevant'","b'126490420808126464'","b'Wed Oct 19 02:50:41 +0000 2011'","b'#Google #Panda O\xc3\xb9 est parti le 30 % de trafic perdu?  http://t.co/QONIToAg'"
"b'google'","b'irrelevant'","b'126490021493616640'","b'Wed Oct 19 02:49:05 +0000 2011'","b'@VinnyMartiins colokei no #Google pra saber !'"
"b'google'","b'irrelevant'","b'126489969677176832'","b'Wed Oct 19 02:48:53 +0000 2011'","b'Excelente. Proximo cel? RT @Giuliano3G: Presentanci\xc3\xb3n #Android 4.0 y Samsung Nexus Prime - http://t.co/8l9vzqgn #Google. (Se jodi\xc3\xb3 #iOS5)'"
"b'google'","b'irrelevant'","b'126489957538873344'","b'Wed Oct 19 02:48:50 +0000 2011'","b""RT @twandroid: C'est quand m\xc3\xaame une conf\xc3\xa9rence, o\xc3\xb9 on n'attend pas 1h30 pour avoir une nouveaut\xc3\xa9.... #google #nexusprime"""
"b'google'","b'irrelevant'","b'126489934088511490'","b'Wed Oct 19 02:48:45 +0000 2011'","b'RT @twandroid: Le panorama est tr\xc3\xa8s sympa et peut \xc3\xaatre coup\xc3\xa9 \xc3\xa0 tout moment #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489915042168833'","b'Wed Oct 19 02:48:40 +0000 2011'","b""C'est quand m\xc3\xaame une conf\xc3\xa9rence, o\xc3\xb9 on n'attend pas 1h30 pour avoir une nouveaut\xc3\xa9.... #google #nexusprime"""
"b'google'","b'irrelevant'","b'126489907349831680'","b'Wed Oct 19 02:48:38 +0000 2011'","b'\xe7\x9b\xb4\xe6\x93\x8a\xef\xbc\x81\xe3\x80\x90@Phone\xe9\x9b\x9c\xe8\xaa\x8c / @\xe5\xbe\xae\xe5\x8d\x9a\xe9\x80\x9a\xe8\xa8\x8a\xe7\xa4\xbe 19\xe6\x97\xa5\xe8\xa8\x8a\xe3\x80\x91\xe8\xb0\xb7\xe6\xad\x8c+\xe4\xb8\x89\xe6\x98\x9f\xe6\x99\xba\xe8\x83\xbd\xe6\x89\x8b\xe6\xa9\x9f\xe7\x99\xbc\xe5\xb8\x83\xe6\x9c\x83http://t.co/SFBLWqjg @LK154: #Google \xe8\xb7\x9f #Samsung \xe6\xad\xa3\xe5\xbc\x8f\xe7\x99\xbc\xe4\xbd\x88 #Galaxy #Nexus\xe2\x80\xa6 \xe6\x89\x8b\xe6\xa9\x9f\xe8\xa6\x8f\xe6\xa0\xbc\xe5\xa6\x82\xe4\xb8\x8b\xef\xbc\x9ahttp://t.co/MyIcSKXW #ICS'"
"b'google'","b'irrelevant'","b'126489892678144000'","b'Wed Oct 19 02:48:35 +0000 2011'","b""Panoramique impl\xc3\xa9ment\xc3\xa9 :o #android #google #nexusprime &lt;3 j'ai envie du tel mnt"""
"b'google'","b'irrelevant'","b'126489830677942272'","b'Wed Oct 19 02:48:20 +0000 2011'","b'caramba a galera da #google mandou muito bem no novo #android novidades na app da camera est\xc3\xa3o d+ #soudev \\o/ quero o novo Google Nexus :D'"
"b'google'","b'irrelevant'","b'126489823103041537'","b'Wed Oct 19 02:48:18 +0000 2011'","b'Sistema de fotos panor\xc3\xa2micas na camera do icecream sandwich #icecreamsandwich #galaxynexus #google #samsung'"
"b'google'","b'irrelevant'","b'126489703418568705'","b'Wed Oct 19 02:47:50 +0000 2011'","b'Le panorama est tr\xc3\xa8s sympa et peut \xc3\xaatre coup\xc3\xa9 \xc3\xa0 tout moment #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489580835848193'","b'Wed Oct 19 02:47:20 +0000 2011'","b'RT @twandroid: Panoramas sur ICS ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489542436995072'","b'Wed Oct 19 02:47:11 +0000 2011'","b'RT @twandroid: Possibilit\xc3\xa9 de taguer les personnes #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489540906070018'","b'Wed Oct 19 02:47:11 +0000 2011'","b'Panoramas sur ICS ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489462648745984'","b'Wed Oct 19 02:46:52 +0000 2011'","b'Possibilit\xc3\xa9 de taguer les personnes #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489460551585792'","b'Wed Oct 19 02:46:52 +0000 2011'","b'RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489430830743552'","b'Wed Oct 19 02:46:45 +0000 2011'","b'RT @twandroid Prise de photo quasi instantann\xc3\xa9e #ouaaaaaaahhhhh #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489415248920576'","b'Wed Oct 19 02:46:41 +0000 2011'","b'Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489326786850816'","b'Wed Oct 19 02:46:20 +0000 2011'","b""RT @twandroid: Editeur de photo maintenant : redimensionner, .... (ce qu'on avait d\xc3\xa9j\xc3\xa0 vu) #google #nexusprime"""
"b'google'","b'irrelevant'","b'126489254535774208'","b'Wed Oct 19 02:46:02 +0000 2011'","b""Editeur de photo maintenant : redimensionner, .... (ce qu'on avait d\xc3\xa9j\xc3\xa0 vu) #google #nexusprime"""
"b'google'","b'irrelevant'","b'126489192866910208'","b'Wed Oct 19 02:45:48 +0000 2011'","b'Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung'"
"b'google'","b'irrelevant'","b'126489107143737344'","b'Wed Oct 19 02:45:27 +0000 2011'","b'RT @twandroid: Prise de photo quasi instantann\xc3\xa9e #ouaaaaaaahhhhh #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489099858214914'","b'Wed Oct 19 02:45:26 +0000 2011'","b'Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google'"
"b'google'","b'irrelevant'","b'126489084003762176'","b'Wed Oct 19 02:45:22 +0000 2011'","b'Prise de photo quasi instantann\xc3\xa9e #ouaaaaaaahhhhh #google #nexusprime'"
"b'google'","b'irrelevant'","b'126489023928741890'","b'Wed Oct 19 02:45:08 +0000 2011'","b""Bien repens\xc3\xa9 l'app photo #nexusprime #google #android avec l'aper\xc3\xa7u direct"""
"b'google'","b'irrelevant'","b'126489012423770113'","b'Wed Oct 19 02:45:05 +0000 2011'","b'Parisian Love: How to impress a French? http://t.co/Nh81Cbqf #google'"
"b'google'","b'irrelevant'","b'126488974595334144'","b'Wed Oct 19 02:44:56 +0000 2011'","b'Cool!! #google #win RT: @a1arte: Google y Samsung lanzan oficialmente el Galaxy Nexus con Android Ice Cream Sandwich http://t.co/kE0dFNQL'"
"b'google'","b'irrelevant'","b'126488887026655232'","b'Wed Oct 19 02:44:35 +0000 2011'","b""L'affichage de l'Intent Share est cool sur l'appareil photo : #google #nexusprime"""
"b'google'","b'irrelevant'","b'126488858815774721'","b'Wed Oct 19 02:44:28 +0000 2011'","b'Pagaliau oficialiai pristatytas Samsung Galaxy Nexus http://t.co/BHetRH4B #android_4 #galaxy #google'"
"b'google'","b'irrelevant'","b'126488807922085889'","b'Wed Oct 19 02:44:16 +0000 2011'","b'Meu Bom Jesus que velocidade de captura \xc3\xa9 essa ? #icecreamsandwich #galaxynexus #google #samsung'"
"b'google'","b'irrelevant'","b'126488559795453954'","b'Wed Oct 19 02:43:17 +0000 2011'","b""RT @twandroid: Possibilit\xc3\xa9 de ne s\xc3\xa9lectionner qu'une p\xc3\xa9riode et savoir pour chaque app combien de data a \xc3\xa9t\xc3\xa9 utilis\xc3\xa9 #google #nexusprime"""
"b'google'","b'irrelevant'","b'126488553352994817'","b'Wed Oct 19 02:43:15 +0000 2011'","b'P\xc3\xb4. Gostei do novo sistema de reconhecimento facial do Android. T\xc3\xa3o forte que n\xc3\xa3o liberou nem o dono do smartphone. #Google #ICS'"
"b'google'","b'irrelevant'","b'126488503428190208'","b'Wed Oct 19 02:43:03 +0000 2011'","b""Possibilit\xc3\xa9 de ne s\xc3\xa9lectionner qu'une p\xc3\xa9riode et savoir pour chaque app combien de data a \xc3\xa9t\xc3\xa9 utilis\xc3\xa9 #google #nexusprime"""
"b'google'","b'irrelevant'","b'126488427779727360'","b'Wed Oct 19 02:42:45 +0000 2011'","b'\xe3\x83\x87\xe3\x83\x95\xe3\x82\xa9\xe3\x81\xa7\xe3\x83\x87\xe3\x83\xbc\xe3\x82\xbf\xe9\x80\x9a\xe4\xbf\xa1\xe5\x88\xb6\xe5\xbe\xa1\xef\xbc\x9f\xe3\x80\x80#android #google'"
"b'google'","b'irrelevant'","b'126488387531194369'","b'Wed Oct 19 02:42:36 +0000 2011'","b'RT @twandroid: Consommation data affich\xc3\xa9e dans les param\xc3\xa8tres, avec m\xc3\xaame une approximation de la consommation future !#google #nexusprime'"
"b'google'","b'irrelevant'","b'126488315041030144'","b'Wed Oct 19 02:42:19 +0000 2011'","b'Data Usage: Nada mais de aplicativos para monitorar tr\xc3\xa1fego de Dados #icecreamsandwich #galaxynexus #google #samsung'"
"b'google'","b'irrelevant'","b'126488313187143681'","b'Wed Oct 19 02:42:18 +0000 2011'","b'RT @twandroid: Deux lignes sont affich\xc3\xa9es sur la premi\xc3\xa8re page de GMail pour chaque mail : un aper\xc3\xa7u en quelque sorte #google #nexusprime'"
"b'google'","b'irrelevant'","b'126488305859698688'","b'Wed Oct 19 02:42:16 +0000 2011'","b'Consommation data affich\xc3\xa9e dans les param\xc3\xa8tres, avec m\xc3\xaame une approximation de la consommation future !#google #nexusprime'"
"b'google'","b'irrelevant'","b'126488293717192704'","b'Wed Oct 19 02:42:13 +0000 2011'","b'#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/jSrVRFgK #lawschool #lawyers #SALE #humor #lawyers'"
"b'google'","b'irrelevant'","b'126488289988452352'","b'Wed Oct 19 02:42:13 +0000 2011'","b'#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers'"
"b'google'","b'irrelevant'","b'126488289157976064'","b'Wed Oct 19 02:42:12 +0000 2011'","b'RT @twandroid: Nouvelle app Calendrier : plus \xc3\xa9pur\xc3\xa9e #google #nexusprime'"
"b'google'","b'irrelevant'","b'126488066977308673'","b'Wed Oct 19 02:41:19 +0000 2011'","b'RT @twandroid: Int\xc3\xa9gration de la reconnaissance vocale #google #nexusprime'"
"b'google'","b'irrelevant'","b'126488061369532417'","b'Wed Oct 19 02:41:18 +0000 2011'","b""Tr\xc3\xa8s plaisante cette mise \xc3\xa0 jour d'Android ! En esp\xc3\xa9rant que cela stimulera Apple \xc3\xa0 nous pondre du nouveau. #Google #icecreamsandwich"""
"b'google'","b'irrelevant'","b'126488048962772992'","b'Wed Oct 19 02:41:15 +0000 2011'","b'RT @twandroid: Le clavier semble avoir peu boug\xc3\xa9 depuis Gingerbread #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487986425696259'","b'Wed Oct 19 02:41:00 +0000 2011'","b'Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487974975242240'","b'Wed Oct 19 02:40:57 +0000 2011'","b""RT @twandroid: La prise de captures d'\xc3\xa9cran est officialis\xc3\xa9e !!!!!! #google #nexusprime"""
"b'google'","b'irrelevant'","b'126487943509581824'","b'Wed Oct 19 02:40:50 +0000 2011'","b'RT @twandroid: Possibilit\xc3\xa9 de mettre des contacts dans les dossiers ! #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487924698128384'","b'Wed Oct 19 02:40:45 +0000 2011'","b'Tendremos nueva interfaz de #google #calendar'"
"b'google'","b'irrelevant'","b'126487924249329664'","b'Wed Oct 19 02:40:45 +0000 2011'","b'RT @twandroid: Widgets redimensionnables aussi #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487911465095169'","b'Wed Oct 19 02:40:42 +0000 2011'","b'RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487879139590144'","b'Wed Oct 19 02:40:35 +0000 2011'","b'RT @twandroid: Des boutons virtuels... #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487855362088961'","b'Wed Oct 19 02:40:29 +0000 2011'","b'Nouvelle app Calendrier : plus \xc3\xa9pur\xc3\xa9e #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487852824526848'","b'Wed Oct 19 02:40:28 +0000 2011'","b'RT @twandroid: Nouveau lockscreen (\xc3\xa9cran de d\xc3\xa9verrouillage) \xc3\xa0 la Honeycomb #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487831572004864'","b'Wed Oct 19 02:40:23 +0000 2011'","b'RT @twandroid: Nouvelle police (font) pour android : Roboto #google #nexusprime http://t.co/NvBPe6fm'"
"b'google'","b'irrelevant'","b'126487783077449728'","b'Wed Oct 19 02:40:12 +0000 2011'","b'RT @twandroid: Le barom\xc3\xa8tre est inclus dans le Galaxy Nexus #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487738294861824'","b'Wed Oct 19 02:40:01 +0000 2011'","b'Okay its officially a #sausagefest here @thursdays it really makes no sense based on the feedback from #google?? Moving on...'"
"b'google'","b'irrelevant'","b'126487624444674048'","b'Wed Oct 19 02:39:34 +0000 2011'","b'Deux lignes sont affich\xc3\xa9es sur la premi\xc3\xa8re page de GMail pour chaque mail : un aper\xc3\xa7u en quelque sorte #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487457381359617'","b'Wed Oct 19 02:38:54 +0000 2011'","b'The ARM Cortex-A9 Processors pdf ebook:  http://t.co/F8mSgjgF #google'"
"b'google'","b'irrelevant'","b'126487454797668353'","b'Wed Oct 19 02:38:53 +0000 2011'","b'Settlement with Multiple Plaintiffs: The Role of Insolvency pdf ebook:  http://t.co/YEl8Pq4O #google'"
"b'google'","b'irrelevant'","b'126487406131150848'","b'Wed Oct 19 02:38:42 +0000 2011'","b'Ya tendremos browser con tabs, y nuestros bookmarks se sincronizar\xc3\xa1n con Chrome! #ics #google'"
"b'google'","b'irrelevant'","b'126487403220320258'","b'Wed Oct 19 02:38:41 +0000 2011'","b'vendo os significadosdos sonhos aki no #Google pqe meu livro eu emprestei enfiaram no c\xc3\xba pqe at\xc3\xa9 hj nunca me devolveram =X'"
"b'google'","b'irrelevant'","b'126487385461633024'","b'Wed Oct 19 02:38:37 +0000 2011'","b'Ishi o #faceunlock do #icecreamsandwich #android n\xc3\xa3o funcionou no seu lan\xc3\xa7amento #google'"
"b'google'","b'irrelevant'","b'126487318650568704'","b'Wed Oct 19 02:38:21 +0000 2011'","b""J'adore !! Enorme \xe2\x80\x9c@twandroid Onglets synchronis\xc3\xa9s avec Google Chrome (comme Honeycomb) #google #nexusprime\xe2\x80\x9d"""
"b'google'","b'irrelevant'","b'126487155886407680'","b'Wed Oct 19 02:37:42 +0000 2011'","b'RT @twandroid: ""Request desktop site"" : fonction tr\xc3\xa8s sympa #google #nexusprime'"
"b'google'","b'irrelevant'","b'126487143555153920'","b'Wed Oct 19 02:37:39 +0000 2011'","b'RT @twandroid: Possibilit\xc3\xa9 de sauvegarder pour visionner hors-ligne #google #nexusprime'"
"b'google'","b'irrelevant'","b'126486968682037248'","b'Wed Oct 19 02:36:58 +0000 2011'","b'RT @twandroid Nouvelle gestion des onglets sur le navigateur #google #nexusprime'"
"b'google'","b'irrelevant'","b'126486956149448704'","b'Wed Oct 19 02:36:55 +0000 2011'","b'""Request desktop site"" : fonction tr\xc3\xa8s sympa #google #nexusprime'"
"b'google'","b'irrelevant'","b'126486814520381440'","b'Wed Oct 19 02:36:21 +0000 2011'","b'Reconnaissance faciale poir debloquer ton phone :-)  #google #android'"
"b'google'","b'irrelevant'","b'126486790818373632'","b'Wed Oct 19 02:36:15 +0000 2011'","b'Nouvelle gestion des onglets sur le navigateur #google #nexusprime'"
"b'google'","b'irrelevant'","b'126486753598119936'","b'Wed Oct 19 02:36:06 +0000 2011'","b'RT @twandroid: Hugo Barra sur sc\xc3\xa8ne #google #nexusprime'"
"b'google'","b'irrelevant'","b'126486526631743488'","b'Wed Oct 19 02:35:12 +0000 2011'","b'A los interesados pueden seguir la presentaci\xc3\xb3n stream de #google y #samsung sobre lo nuevo de #android'"
"b'google'","b'irrelevant'","b'126486211824058368'","b'Wed Oct 19 02:33:57 +0000 2011'","b'Use Caution When Sharing on Social Networks http://t.co/SXNoBASn via @LarryMagid #youth #facebook #google+'"
"b'google'","b'irrelevant'","b'126486125874384896'","b'Wed Oct 19 02:33:37 +0000 2011'","b'Int\xc3\xa9gration de la reconnaissance vocale #google #nexusprime'"
"b'google'","b'irrelevant'","b'126485882265018368'","b'Wed Oct 19 02:32:38 +0000 2011'","b'RT @twandroid: Les notifications sont visibles depuis le lockscreen #google #nexusprime'"
"b'google'","b'irrelevant'","b'126485702056751105'","b'Wed Oct 19 02:31:56 +0000 2011'","b'RT @twandroid: Possibilit\xc3\xa9 de supprimer les notifications en les swipant (comme sur Cyanogen) #google #nexusprime'"
"b'google'","b'irrelevant'","b'126485474016628736'","b'Wed Oct 19 02:31:01 +0000 2011'","b'En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich'"
"b'google'","b'irrelevant'","b'126484568239906817'","b'Wed Oct 19 02:27:25 +0000 2011'","b'Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning'"
"b'google'","b'irrelevant'","b'126484000075292672'","b'Wed Oct 19 02:25:10 +0000 2011'","b'RT @twandroid Le barom\xc3\xa8tre est inclus dans le Galaxy Nexus #google #nexusprime'"
"b'microsoft'","b'positive'","b'126803641486163969'","b'Wed Oct 19 23:35:18 +0000 2011'","b'Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.'"
"b'microsoft'","b'positive'","b'126792129832951808'","b'Wed Oct 19 22:49:34 +0000 2011'","b'#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT'"
"b'microsoft'","b'positive'","b'126788430679113728'","b'Wed Oct 19 22:34:52 +0000 2011'","b'#Buffalo, #Intel, #Microsoft, #IBM are the best pavilions at #SMAU'"
"b'microsoft'","b'positive'","b'126780006964805632'","b'Wed Oct 19 22:01:23 +0000 2011'","b'Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango'"
"b'microsoft'","b'positive'","b'126779403605770241'","b'Wed Oct 19 21:58:59 +0000 2011'","b'WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews'"
"b'microsoft'","b'positive'","b'126768366345138176'","b'Wed Oct 19 21:15:08 +0000 2011'","b'#Microsoft word works on my computer again! Yessss'"
"b'microsoft'","b'positive'","b'126767508253454336'","b'Wed Oct 19 21:11:43 +0000 2011'","b'In terms of unified communications giants, really surprised to see how underrated #Microsoft is'"
"b'microsoft'","b'positive'","b'126762337087655936'","b'Wed Oct 19 20:51:10 +0000 2011'","b'#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO'"
"b'microsoft'","b'positive'","b'126755785391869954'","b'Wed Oct 19 20:25:08 +0000 2011'","b'Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999'"
"b'microsoft'","b'positive'","b'126755232393867264'","b'Wed Oct 19 20:22:57 +0000 2011'","b'Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless.'"
"b'microsoft'","b'positive'","b'126754593714606085'","b'Wed Oct 19 20:20:24 +0000 2011'","b'Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa'"
"b'microsoft'","b'positive'","b'126754500278104064'","b'Wed Oct 19 20:20:02 +0000 2011'","b'""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ'"
"b'microsoft'","b'positive'","b'126750973329817601'","b'Wed Oct 19 20:06:01 +0000 2011'","b'Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango'"
"b'microsoft'","b'positive'","b'126749591956762624'","b'Wed Oct 19 20:00:32 +0000 2011'","b'RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local'"
"b'microsoft'","b'positive'","b'126748497096622080'","b'Wed Oct 19 19:56:11 +0000 2011'","b'Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local'"
"b'microsoft'","b'positive'","b'126748155021762561'","b'Wed Oct 19 19:54:49 +0000 2011'","b'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft'"
"b'microsoft'","b'positive'","b'126748153952206849'","b'Wed Oct 19 19:54:49 +0000 2011'","b'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q'"
"b'microsoft'","b'positive'","b'126747965393084416'","b'Wed Oct 19 19:54:04 +0000 2011'","b'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ'"
"b'microsoft'","b'positive'","b'126747962817781760'","b'Wed Oct 19 19:54:03 +0000 2011'","b'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin'"
"b'microsoft'","b'positive'","b'126744770713362432'","b'Wed Oct 19 19:41:22 +0000 2011'","b'#Microsoft store here I come to spend my hard earned cash. #vslive'"
"b'microsoft'","b'positive'","b'126743288320491521'","b'Wed Oct 19 19:35:29 +0000 2011'","b""If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE"""
"b'microsoft'","b'positive'","b'126742063961214976'","b'Wed Oct 19 19:30:37 +0000 2011'","b'Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r'"
"b'microsoft'","b'positive'","b'126738939594813440'","b'Wed Oct 19 19:18:12 +0000 2011'","b'Awesome! #Microsoft  #holodeck bit.ly/qpGxle'"
"b'microsoft'","b'positive'","b'126736431929507840'","b'Wed Oct 19 19:08:14 +0000 2011'","b'""#Microsoft details Windows 8 search improvements"" - via @SlashGear http://t.co/JCawWRzQ'"
"b'microsoft'","b'positive'","b'126734527551913984'","b'Wed Oct 19 19:00:40 +0000 2011'","b'@SmartKeitai Yeah I saw it, @Google is taking seriously what #Microsoft has done with #Metro UI but yeah looks good Android 4.0'"
"b'microsoft'","b'positive'","b'126732577301217280'","b'Wed Oct 19 18:52:55 +0000 2011'","b'Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash'"
"b'microsoft'","b'positive'","b'126732148144209920'","b'Wed Oct 19 18:51:13 +0000 2011'","b'Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft'"
"b'microsoft'","b'positive'","b'126731873517965313'","b'Wed Oct 19 18:50:07 +0000 2011'","b'enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great'"
"b'microsoft'","b'positive'","b'126730153454870529'","b'Wed Oct 19 18:43:17 +0000 2011'","b'#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA'"
"b'microsoft'","b'positive'","b'126729713568849920'","b'Wed Oct 19 18:41:32 +0000 2011'","b'#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar'"
"b'microsoft'","b'positive'","b'126725535677157376'","b'Wed Oct 19 18:24:56 +0000 2011'","b'The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD'"
"b'microsoft'","b'positive'","b'126725332031127552'","b'Wed Oct 19 18:24:08 +0000 2011'","b'Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp'"
"b'microsoft'","b'positive'","b'126716103123673088'","b'Wed Oct 19 17:47:27 +0000 2011'","b'Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP.'"
"b'microsoft'","b'positive'","b'126715314007314434'","b'Wed Oct 19 17:44:19 +0000 2011'","b'This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft'"
"b'microsoft'","b'positive'","b'126714241427312641'","b'Wed Oct 19 17:40:04 +0000 2011'","b'Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)'"
